Tracking_Error,abdo_mass,length_scale,petiole_length,torsional_spring
0.014490000000000001,10.0,1.0,0.0,10.0
0.01439,10.0,1.0,0.0,10.0
0.015066999999999999,10.0,1.0,0.0,10.0
0.014445,10.0,1.0,0.0,10.0
0.013309999999999999,10.0,1.0,0.0,10.0
0.013591999999999998,10.0,1.0,0.0,10.0
0.014551,10.0,1.0,0.0,10.0
0.014236000000000002,10.0,1.0,0.0,10.0
0.013808,10.0,1.0,0.0,10.0
0.013763999999999998,10.0,1.0,0.0,10.0
0.014718,10.0,1.0,0.0,10.0
0.013902000000000001,10.0,1.0,0.0,10.0
0.014176,10.0,1.0,0.0,10.0
0.014228999999999999,10.0,1.0,0.0,10.0
0.013992,10.0,1.0,0.0,10.0
0.013975,10.0,1.0,0.0,10.0
0.013572999999999998,10.0,1.0,0.0,10.0
0.014757,10.0,1.0,0.0,10.0
0.013826,10.0,1.0,0.0,10.0
0.014275,10.0,1.0,0.0,10.0
0.014368,10.0,1.0,0.0,10.0
0.013654,10.0,1.0,0.0,10.0
0.014909,10.0,1.0,0.0,10.0
0.103974,1.0,0.5,0.0,1.0
0.101292,1.0,0.5,0.0,1.0
0.103949,1.0,0.5,0.0,1.0
0.102979,1.0,0.5,0.0,1.0
0.106572,1.0,0.5,0.0,1.0
0.10092899999999999,1.0,0.5,0.0,1.0
0.10266800000000001,1.0,0.5,0.0,1.0
0.10005499999999999,1.0,0.5,0.0,1.0
0.10699700000000001,1.0,0.5,0.0,1.0
0.095308,1.0,0.5,0.0,1.0
0.10507899999999999,1.0,0.5,0.0,1.0
0.10092999999999999,1.0,0.5,0.0,1.0
0.110347,1.0,0.5,0.0,1.0
0.10383699999999998,1.0,0.5,0.0,1.0
0.098486,1.0,0.5,0.0,1.0
0.10481800000000001,1.0,0.5,0.0,1.0
0.10538,1.0,0.5,0.0,1.0
0.110547,1.0,0.5,0.0,1.0
0.098592,1.0,0.5,0.0,1.0
0.10661400000000001,1.0,0.5,0.0,1.0
0.102752,1.0,0.5,0.0,1.0
0.09897,1.0,0.5,0.0,1.0
0.106733,1.0,0.5,0.0,1.0
0.102389,1.0,0.5,0.0,1.0
0.105556,1.0,0.5,0.0,1.0
0.10793900000000001,1.0,0.5,0.0,1.0
0.107905,1.0,0.5,0.0,1.0
0.106401,1.0,0.5,0.0,1.0
0.10344300000000001,1.0,0.5,0.0,1.0
0.10796300000000002,1.0,0.5,0.0,1.0
0.09853300000000001,1.0,0.5,0.0,1.0
0.101744,1.0,0.5,0.0,1.0
0.104203,1.0,0.5,0.0,1.0
0.105274,1.0,0.5,0.0,1.0
0.10333599999999998,1.0,0.5,0.0,1.0
0.109071,1.0,0.5,0.0,1.0
0.10084800000000001,1.0,0.5,0.0,1.0
0.102612,1.0,0.5,0.0,1.0
0.107323,1.0,0.5,0.0,1.0
0.103723,1.0,0.5,0.0,1.0
0.064974,1.0,0.5,0.2,1.0
0.060092999999999994,1.0,0.5,0.2,1.0
0.060145000000000004,1.0,0.5,0.2,1.0
0.060235000000000004,1.0,0.5,0.2,1.0
0.061947,1.0,0.5,0.2,1.0
0.060516999999999994,1.0,0.5,0.2,1.0
0.059127,1.0,0.5,0.2,1.0
0.059516999999999994,1.0,0.5,0.2,1.0
0.060286,1.0,0.5,0.2,1.0
0.064015,1.0,0.5,0.2,1.0
0.066354,1.0,0.5,0.2,1.0
0.061901,1.0,0.5,0.2,1.0
0.060811000000000004,1.0,0.5,0.2,1.0
0.058098000000000004,1.0,0.5,0.2,1.0
0.060212,1.0,0.5,0.2,1.0
0.064247,1.0,0.5,0.2,1.0
0.062955,1.0,0.5,0.2,1.0
0.0604,1.0,0.5,0.2,1.0
0.061741,1.0,0.5,0.2,1.0
0.06125800000000001,1.0,0.5,0.2,1.0
0.063127,1.0,0.5,0.2,1.0
0.059038,1.0,0.5,0.2,1.0
0.064697,1.0,0.5,0.2,1.0
0.06318700000000001,1.0,0.5,0.2,1.0
0.060184,1.0,0.5,0.2,1.0
0.065308,1.0,0.5,0.2,1.0
0.062185000000000004,1.0,0.5,0.2,1.0
0.060827,1.0,0.5,0.2,1.0
0.059721,1.0,0.5,0.2,1.0
0.061266999999999995,1.0,0.5,0.2,1.0
0.062149,1.0,0.5,0.2,1.0
0.05864,1.0,0.5,0.2,1.0
0.063715,1.0,0.5,0.2,1.0
0.064207,1.0,0.5,0.2,1.0
0.060303999999999996,1.0,0.5,0.2,1.0
0.064846,1.0,0.5,0.2,1.0
0.061637,1.0,0.5,0.2,1.0
0.05996900000000001,1.0,0.5,0.2,1.0
0.064706,1.0,0.5,0.2,1.0
0.058236,1.0,0.5,0.2,1.0
0.039223,1.0,0.5,0.4,1.0
0.035227,1.0,0.5,0.4,1.0
0.036224,1.0,0.5,0.4,1.0
0.038607999999999996,1.0,0.5,0.4,1.0
0.041519,1.0,0.5,0.4,1.0
0.039888,1.0,0.5,0.4,1.0
0.039747000000000005,1.0,0.5,0.4,1.0
0.039153,1.0,0.5,0.4,1.0
0.039087000000000004,1.0,0.5,0.4,1.0
0.038835,1.0,0.5,0.4,1.0
0.039739,1.0,0.5,0.4,1.0
0.039125,1.0,0.5,0.4,1.0
0.041871,1.0,0.5,0.4,1.0
0.037081,1.0,0.5,0.4,1.0
0.036445,1.0,0.5,0.4,1.0
0.037655,1.0,0.5,0.4,1.0
0.038858,1.0,0.5,0.4,1.0
0.041495,1.0,0.5,0.4,1.0
0.039633999999999996,1.0,0.5,0.4,1.0
0.039561,1.0,0.5,0.4,1.0
0.036952,1.0,0.5,0.4,1.0
0.035567,1.0,0.5,0.4,1.0
0.036633,1.0,0.5,0.4,1.0
0.038952,1.0,0.5,0.4,1.0
0.038519,1.0,0.5,0.4,1.0
0.039292,1.0,0.5,0.4,1.0
0.0381,1.0,0.5,0.4,1.0
0.040905000000000004,1.0,0.5,0.4,1.0
0.038051,1.0,0.5,0.4,1.0
0.038544,1.0,0.5,0.4,1.0
0.03986,1.0,0.5,0.4,1.0
0.03914,1.0,0.5,0.4,1.0
0.038698,1.0,0.5,0.4,1.0
0.04052,1.0,0.5,0.4,1.0
0.040741,1.0,0.5,0.4,1.0
0.039286,1.0,0.5,0.4,1.0
0.03832,1.0,0.5,0.4,1.0
0.038196,1.0,0.5,0.4,1.0
0.039157,1.0,0.5,0.4,1.0
0.038457,1.0,0.5,0.4,1.0
0.021784,1.0,1.0,0.2,1.0
0.023136,1.0,1.0,0.2,1.0
0.021396000000000002,1.0,1.0,0.2,1.0
0.024146,1.0,1.0,0.2,1.0
0.022905000000000002,1.0,1.0,0.2,1.0
0.023191,1.0,1.0,0.2,1.0
0.022758,1.0,1.0,0.2,1.0
0.024151,1.0,1.0,0.2,1.0
0.021418,1.0,1.0,0.2,1.0
0.02393,1.0,1.0,0.2,1.0
0.022473,1.0,1.0,0.2,1.0
0.023458,1.0,1.0,0.2,1.0
0.024619,1.0,1.0,0.2,1.0
0.023822,1.0,1.0,0.2,1.0
0.024461,1.0,1.0,0.2,1.0
0.023157,1.0,1.0,0.2,1.0
0.022556,1.0,1.0,0.2,1.0
0.022775999999999998,1.0,1.0,0.2,1.0
0.023334999999999998,1.0,1.0,0.2,1.0
0.023737,1.0,1.0,0.2,1.0
0.022082,1.0,1.0,0.2,1.0
0.022914,1.0,1.0,0.2,1.0
0.023257,1.0,1.0,0.2,1.0
0.022752,1.0,1.0,0.2,1.0
0.024196000000000002,1.0,1.0,0.2,1.0
0.022892,1.0,1.0,0.2,1.0
0.023357,1.0,1.0,0.2,1.0
0.023555,1.0,1.0,0.2,1.0
0.023158,1.0,1.0,0.2,1.0
0.023011,1.0,1.0,0.2,1.0
0.023013,1.0,1.0,0.2,1.0
0.022844,1.0,1.0,0.2,1.0
0.023237999999999998,1.0,1.0,0.2,1.0
0.023173,1.0,1.0,0.2,1.0
0.023073,1.0,1.0,0.2,1.0
0.023944,1.0,1.0,0.2,1.0
0.022047999999999998,1.0,1.0,0.2,1.0
0.023197,1.0,1.0,0.2,1.0
0.023128,1.0,1.0,0.2,1.0
0.022271,1.0,1.0,0.2,1.0
0.015421,1.0,1.0,0.4,1.0
0.01524,1.0,1.0,0.4,1.0
0.01519,1.0,1.0,0.4,1.0
0.014561000000000001,1.0,1.0,0.4,1.0
0.015374,1.0,1.0,0.4,1.0
0.015356,1.0,1.0,0.4,1.0
0.015422,1.0,1.0,0.4,1.0
0.015022999999999998,1.0,1.0,0.4,1.0
0.014286000000000002,1.0,1.0,0.4,1.0
0.015108000000000002,1.0,1.0,0.4,1.0
0.014672999999999999,1.0,1.0,0.4,1.0
0.015541,1.0,1.0,0.4,1.0
0.015566,1.0,1.0,0.4,1.0
0.013756,1.0,1.0,0.4,1.0
0.015925,1.0,1.0,0.4,1.0
0.014785,1.0,1.0,0.4,1.0
0.015484999999999999,1.0,1.0,0.4,1.0
0.014296000000000001,1.0,1.0,0.4,1.0
0.014594,1.0,1.0,0.4,1.0
0.016184999999999998,1.0,1.0,0.4,1.0
0.014471000000000001,1.0,1.0,0.4,1.0
0.014706,1.0,1.0,0.4,1.0
0.015593000000000001,1.0,1.0,0.4,1.0
0.016171,1.0,1.0,0.4,1.0
0.015184,1.0,1.0,0.4,1.0
0.014234,1.0,1.0,0.4,1.0
0.015622,1.0,1.0,0.4,1.0
0.015590000000000001,1.0,1.0,0.4,1.0
0.014188999999999998,1.0,1.0,0.4,1.0
0.015288999999999999,1.0,1.0,0.4,1.0
0.015294,1.0,1.0,0.4,1.0
0.015441,1.0,1.0,0.4,1.0
0.015275,1.0,1.0,0.4,1.0
0.014454,1.0,1.0,0.4,1.0
0.015205000000000002,1.0,1.0,0.4,1.0
0.014806999999999999,1.0,1.0,0.4,1.0
0.01489,1.0,1.0,0.4,1.0
0.015109000000000001,1.0,1.0,0.4,1.0
0.014859,1.0,1.0,0.4,1.0
0.01563,1.0,1.0,0.4,1.0
0.020482,1.0,2.0,0.0,1.0
0.019121,1.0,2.0,0.0,1.0
0.019722999999999997,1.0,2.0,0.0,1.0
0.020002000000000002,1.0,2.0,0.0,1.0
0.019379,1.0,2.0,0.0,1.0
0.018619,1.0,2.0,0.0,1.0
0.019334,1.0,2.0,0.0,1.0
0.019985,1.0,2.0,0.0,1.0
0.019538999999999997,1.0,2.0,0.0,1.0
0.019377000000000002,1.0,2.0,0.0,1.0
0.01939,1.0,2.0,0.0,1.0
0.019592,1.0,2.0,0.0,1.0
0.020358,1.0,2.0,0.0,1.0
0.019705,1.0,2.0,0.0,1.0
0.021041,1.0,2.0,0.0,1.0
0.01989,1.0,2.0,0.0,1.0
0.019013,1.0,2.0,0.0,1.0
0.020176,1.0,2.0,0.0,1.0
0.018418,1.0,2.0,0.0,1.0
0.019684,1.0,2.0,0.0,1.0
0.020083,1.0,2.0,0.0,1.0
0.019795,1.0,2.0,0.0,1.0
0.021169,1.0,2.0,0.0,1.0
0.020658000000000003,1.0,2.0,0.0,1.0
0.020763999999999998,1.0,2.0,0.0,1.0
0.020311000000000003,1.0,2.0,0.0,1.0
0.020687,1.0,2.0,0.0,1.0
0.019464,1.0,2.0,0.0,1.0
0.021021,1.0,2.0,0.0,1.0
0.019268,1.0,2.0,0.0,1.0
0.019508,1.0,2.0,0.0,1.0
0.019418,1.0,2.0,0.0,1.0
0.019783000000000002,1.0,2.0,0.0,1.0
0.019916,1.0,2.0,0.0,1.0
0.020281999999999998,1.0,2.0,0.0,1.0
0.020311000000000003,1.0,2.0,0.0,1.0
0.019849000000000002,1.0,2.0,0.0,1.0
0.019785,1.0,2.0,0.0,1.0
0.021152,1.0,2.0,0.0,1.0
0.020742,1.0,2.0,0.0,1.0
0.013383,1.0,2.0,0.2,1.0
0.013827,1.0,2.0,0.2,1.0
0.014184,1.0,2.0,0.2,1.0
0.01291,1.0,2.0,0.2,1.0
0.013266,1.0,2.0,0.2,1.0
0.013608000000000002,1.0,2.0,0.2,1.0
0.013497,1.0,2.0,0.2,1.0
0.013477000000000001,1.0,2.0,0.2,1.0
0.013921000000000001,1.0,2.0,0.2,1.0
0.01311,1.0,2.0,0.2,1.0
0.013722,1.0,2.0,0.2,1.0
0.012731000000000001,1.0,2.0,0.2,1.0
0.013961000000000001,1.0,2.0,0.2,1.0
0.014554,1.0,2.0,0.2,1.0
0.013713999999999999,1.0,2.0,0.2,1.0
0.013924,1.0,2.0,0.2,1.0
0.013538999999999999,1.0,2.0,0.2,1.0
0.013590000000000001,1.0,2.0,0.2,1.0
0.014178999999999999,1.0,2.0,0.2,1.0
0.013386000000000002,1.0,2.0,0.2,1.0
0.014387,1.0,2.0,0.2,1.0
0.013138999999999998,1.0,2.0,0.2,1.0
0.013704,1.0,2.0,0.2,1.0
0.014085,1.0,2.0,0.2,1.0
0.013654,1.0,2.0,0.2,1.0
0.013683,1.0,2.0,0.2,1.0
0.013349000000000001,1.0,2.0,0.2,1.0
0.013066999999999999,1.0,2.0,0.2,1.0
0.012863,1.0,2.0,0.2,1.0
0.013787,1.0,2.0,0.2,1.0
0.013147999999999998,1.0,2.0,0.2,1.0
0.013061000000000001,1.0,2.0,0.2,1.0
0.013890000000000001,1.0,2.0,0.2,1.0
0.013393,1.0,2.0,0.2,1.0
0.014075,1.0,2.0,0.2,1.0
0.014265,1.0,2.0,0.2,1.0
0.013297,1.0,2.0,0.2,1.0
0.013213999999999998,1.0,2.0,0.2,1.0
0.014256999999999999,1.0,2.0,0.2,1.0
0.013064,1.0,2.0,0.2,1.0
0.009822,1.0,2.0,0.4,1.0
0.009382,1.0,2.0,0.4,1.0
0.009381,1.0,2.0,0.4,1.0
0.009424,1.0,2.0,0.4,1.0
0.010173,1.0,2.0,0.4,1.0
0.010152,1.0,2.0,0.4,1.0
0.009974,1.0,2.0,0.4,1.0
0.009739,1.0,2.0,0.4,1.0
0.009745,1.0,2.0,0.4,1.0
0.009489000000000001,1.0,2.0,0.4,1.0
0.009301,1.0,2.0,0.4,1.0
0.009028,1.0,2.0,0.4,1.0
0.009631,1.0,2.0,0.4,1.0
0.009625,1.0,2.0,0.4,1.0
0.009590000000000001,1.0,2.0,0.4,1.0
0.009321,1.0,2.0,0.4,1.0
0.009921,1.0,2.0,0.4,1.0
0.009229000000000001,1.0,2.0,0.4,1.0
0.010014,1.0,2.0,0.4,1.0
0.009029,1.0,2.0,0.4,1.0
0.009268,1.0,2.0,0.4,1.0
0.009720999999999999,1.0,2.0,0.4,1.0
0.009824,1.0,2.0,0.4,1.0
0.01017,1.0,2.0,0.4,1.0
0.010199,1.0,2.0,0.4,1.0
0.009744,1.0,2.0,0.4,1.0
0.009248000000000001,1.0,2.0,0.4,1.0
0.009117,1.0,2.0,0.4,1.0
0.009164,1.0,2.0,0.4,1.0
0.009823,1.0,2.0,0.4,1.0
0.010166,1.0,2.0,0.4,1.0
0.009387999999999999,1.0,2.0,0.4,1.0
0.009812999999999999,1.0,2.0,0.4,1.0
0.009745,1.0,2.0,0.4,1.0
0.009659000000000001,1.0,2.0,0.4,1.0
0.009609999999999999,1.0,2.0,0.4,1.0
0.009512999999999999,1.0,2.0,0.4,1.0
0.009984999999999999,1.0,2.0,0.4,1.0
0.009806,1.0,2.0,0.4,1.0
0.009892,1.0,2.0,0.4,1.0
